timer,CdA,speed,power,heartrate,cadence
2040783,0.2913176762843200,1113.752857142860,213,142,100
2041000,0.29215991871374300,1112.7485714285700,207,142,100
2041000,0.29215991871374300,1112.7485714285700,207,142,100
2042050,0.29921548076506400,1107.7271428571400,197,142,101
2042050,0.29921548076506400,1107.7271428571400,197,142,101
2042383,0.3028801486606750,1107.7271428571400,207,142,101
2042383,0.3028801486606750,1107.7271428571400,207,142,101
2043316,0.3028801486606750,1107.7271428571400,204,142,101
2043316,0.3028801486606750,1107.7271428571400,204,142,101
2044584,0.3083486846642230,1106.722857142860,227,142,100
2044584,0.3083486846642230,1106.722857142860,227,142,100
2046084,0.30386035374475,1104.7142857142900,253,143,100
2046084,0.30386035374475,1104.7142857142900,253,143,100
2046767,0.30527323435614500,1106.722857142860,215,143,102
2046767,0.30527323435614500,1106.722857142860,215,143,102
2048017,0.3066821311783710,1097.6842857142900,205,143,100
2048017,0.3066821311783710,1097.6842857142900,205,143,100
2048583,0.30924068232367000,1097.6842857142900,227,143,100
2048583,0.30924068232367000,1097.6842857142900,227,143,100
2049283,0.3171348189295170,1087.6414285714300,203,142,98
2049283,0.3171348189295170,1087.6414285714300,203,142,98
2050550,0.3208387426220090,1078.6028571428600,235,143,98
2050550,0.3208387426220090,1078.6028571428600,235,143,98
2051234,0.3133666036354690,1068.56,211,142,96
2051234,0.3133666036354690,1068.56,211,142,96
2052034,0.3149992944362140,1060.5257142857100,215,142,96
2052034,0.3149992944362140,1060.5257142857100,215,142,96
2052600,0.3206365842621530,1060.5257142857100,210,142,97
2052600,0.3206365842621530,1060.5257142857100,210,142,97
2053284,0.32355179248903400,1055.5042857142900,253,143,95
2053284,0.32355179248903400,1055.5042857142900,253,143,95
2055017,0.32355179248903400,1054.5,266,142,96
2055017,0.32355179248903400,1054.5,266,142,96
2055817,0.31577199755168000,1058.5171428571400,247,142,95
2055817,0.31577199755168000,1058.5171428571400,247,142,95
2056284,0.31682356991231400,1062.5342857142900,260,142,99
2056284,0.31682356991231400,1062.5342857142900,260,142,99
2058034,0.31494882643764800,1065.5471428571400,242,142,97
2058034,0.31494882643764800,1065.5471428571400,242,142,97
2059317,0.31349502779716900,1068.56,243,142,96
2059317,0.31349502779716900,1068.56,243,142,96
2059784,0.3106911347317170,1068.56,276,142,97
2059784,0.3106911347317170,1068.56,276,142,97
2060467,0.30973244742600000,1071.5728571428600,264,142,98
2060467,0.30973244742600000,1071.5728571428600,264,142,98
2061051,0.31098580518141200,1071.5728571428600,223,142,97
2061051,0.31098580518141200,1071.5728571428600,223,142,97
2061717,0.31348597981726400,1073.5814285714300,200,142,99
2061717,0.31348597981726400,1073.5814285714300,200,142,99
2062534,0.31202170494211400,1062.5342857142900,147,142,94
2062534,0.31202170494211400,1062.5342857142900,147,142,94
2063351,0.3127333339274260,1062.5342857142900,240,143,98
2063351,0.3127333339274260,1062.5342857142900,240,143,98
2063468,0.3095604195017280,1048.4742857142900,208,142,94
2063468,0.3095604195017280,1048.4742857142900,208,142,94
2064517,0.3095604195017280,1038.4314285714300,189,142,93
2064517,0.3095604195017280,1038.4314285714300,189,142,93
2064734,0.31238133027807000,1038.4314285714300,181,142,95
2064734,0.31238133027807000,1038.4314285714300,181,142,95
2065751,0.31238133027807000,1038.4314285714300,128,142,94
2065751,0.31238133027807000,1038.4314285714300,128,142,94
2066218,0.3044935946721010,1032.405714285710,103,142,93
2066218,0.3044935946721010,1032.405714285710,103,142,93
2069218,0.3018076501929670,998.26,103,142,93
2069218,0.3018076501929670,998.26,103,142,93
2069568,0.30048771599324600,956.0800000000000,0,142,0
2069568,0.30048771599324600,956.0800000000000,0,142,0
2072001,0.30934441210375800,909.8828571428570,0,142,0
2072001,0.30934441210375800,909.8828571428570,0,142,0
2074985,0.3095902180296250,768.2785714285710,0,142,0
2074985,0.3095902180296250,768.2785714285710,0,142,0
2075787,0.29128641693772000,622.6571428571430,0,141,0
2075787,0.29128641693772000,622.6571428571430,0,141,0
2076018,0.3007959057636010,622.6571428571430,0,141,0
2076018,0.3007959057636010,622.6571428571430,0,141,0
2077068,0.30241554504161600,541.31,0,141,0
2077068,0.30241554504161600,541.31,0,141,0
2077518,0.30654384314728200,541.31,0,141,0
2077518,0.30654384314728200,541.31,0,141,0
2078218,0.30396266594718300,502.1428571428570,0,141,0
2078218,0.30396266594718300,502.1428571428570,0,141,0
2079735,0.3058981328935440,539.3014285714290,353,141,48
2079735,0.3058981328935440,539.3014285714290,353,141,48
2080552,0.31130331532540800,539.3014285714290,429,141,55
2080552,0.31130331532540800,539.3014285714290,429,141,55
2081718,0.3254388317121670,621.6528571428570,422,141,59
2081718,0.3254388317121670,621.6528571428570,422,141,59
2082285,0.32877733192863800,676.8885714285710,267,140,62
2082285,0.32877733192863800,676.8885714285710,267,140,62
2085185,0.32394387937917000,708.0214285714290,267,140,62
2085185,0.32394387937917000,708.0214285714290,267,140,62
2085769,0.30904758121592400,708.0214285714290,0,139,0
2085769,0.30904758121592400,708.0214285714290,0,139,0
2087052,0.3043858741275610,727.1028571428570,413,139,67
2087052,0.3043858741275610,727.1028571428570,413,139,67
2087285,0.2978256684688180,727.1028571428570,405,139,69
2087285,0.2978256684688180,727.1028571428570,405,139,69
2088769,0.2951048650526450,764.2614285714290,370,138,71
2088769,0.2951048650526450,764.2614285714290,370,138,71
2089452,0.29651061172723000,783.342857142857,303,138,72
2089452,0.29651061172723000,783.342857142857,303,138,72
2089685,0.28895019039984700,783.342857142857,356,138,82
2089685,0.28895019039984700,783.342857142857,356,138,82
2092719,0.295857188083868,782.3385714285710,356,138,82
2092719,0.295857188083868,782.3385714285710,356,138,82
2092952,0.303590959303726,782.3385714285710,0,138,0
2092952,0.303590959303726,782.3385714285710,0,138,0
2093519,0.3069228026271660,782.3385714285710,0,138,0
2093519,0.3069228026271660,782.3385714285710,0,138,0
2094202,0.3073621716568790,710.03,0,137,0
2094202,0.3073621716568790,710.03,0,137,0
2095469,0.30949244154692900,707.0171428571430,337,136,77
2095469,0.30949244154692900,707.0171428571430,337,136,77
2096169,0.30214764649059,707.0171428571430,344,136,82
2096169,0.30214764649059,707.0171428571430,344,136,82
2096969,0.31076417634930700,722.0814285714290,323,137,84
2096969,0.31076417634930700,722.0814285714290,323,137,84
2098235,0.30460868390892000,746.1842857142860,279,137,84
2098235,0.30460868390892000,746.1842857142860,279,137,84
2098469,0.3064758134465170,746.1842857142860,310,137,84
2098469,0.3064758134465170,746.1842857142860,310,137,84
2099486,0.3034951377620000,761.2485714285710,305,137,87
2099486,0.3034951377620000,761.2485714285710,305,137,87
2099952,0.3013200238296170,761.2485714285710,280,137,87
2099952,0.3013200238296170,761.2485714285710,280,137,87
2100752,0.30357892257726800,770.2871428571430,270,137,86
2100752,0.30357892257726800,770.2871428571430,270,137,86
2101219,0.30369903692076800,781.3342857142860,225,137,89
2101219,0.30369903692076800,781.3342857142860,225,137,89
2102269,0.3003545820123220,781.3342857142860,238,137,87
2102269,0.3003545820123220,781.3342857142860,238,137,87
2102969,0.2986087699022190,780.3300000000000,233,137,86
2102969,0.2986087699022190,780.3300000000000,233,137,86
2103186,0.29994011264753600,780.3300000000000,226,137,86
2103186,0.29994011264753600,780.3300000000000,226,137,86
2104236,0.29927264190235500,774.3042857142860,249,137,87
2104236,0.29927264190235500,774.3042857142860,249,137,87
2104703,0.29776585163124000,774.3042857142860,266,137,86
2104703,0.29776585163124000,774.3042857142860,266,137,86
2105503,0.29292949976951900,774.3042857142860,256,137,88
2105503,0.29292949976951900,774.3042857142860,256,137,88
2105969,0.2926397532277430,779.3257142857140,259,137,89
2105969,0.2926397532277430,779.3257142857140,259,137,89
2107486,0.28690736365313900,782.3385714285710,244,138,87
2107486,0.28690736365313900,782.3385714285710,244,138,87
2108186,0.2840714354390060,780.3300000000000,263,138,87
2108186,0.2840714354390060,780.3300000000000,263,138,87
2109436,0.2836558933715840,785.3514285714290,244,138,88
2109436,0.2836558933715840,785.3514285714290,244,138,88
2110003,0.2845310509818350,788.3642857142860,228,138,88
2110003,0.2845310509818350,788.3642857142860,228,138,88
2110703,0.2838411090031600,790.3728571428570,238,138,89
2110703,0.2838411090031600,790.3728571428570,238,138,89
2111953,0.2849038734019870,790.3728571428570,239,138,88
2111953,0.2849038734019870,790.3728571428570,239,138,88
2113437,0.28842181146964000,792.3814285714290,250,138,89
2113437,0.28842181146964000,792.3814285714290,250,138,89
2114237,0.29041454963391500,792.3814285714290,243,138,89
2114237,0.29041454963391500,792.3814285714290,243,138,89
2115504,0.2929088783603560,794.39,242,138,89
2115504,0.2929088783603560,794.39,242,138,89
2116670,0.2951625220302100,793.3857142857140,241,138,89
2116670,0.2951625220302100,793.3857142857140,241,138,89
2117920,0.2970169415145490,784.3471428571430,254,138,87
2117920,0.2970169415145490,784.3471428571430,254,138,87
2118154,0.2988269188587640,784.3471428571430,240,138,87
2118154,0.2988269188587640,784.3471428571430,240,138,87
2118704,0.2988147081257380,775.3085714285710,225,138,87
2118704,0.2988147081257380,775.3085714285710,225,138,87
2119504,0.29940324864522000,775.3085714285710,230,138,87
2119504,0.29940324864522000,775.3085714285710,230,138,87
2120654,0.29507591597463000,771.2914285714290,219,138,87
2120654,0.29507591597463000,771.2914285714290,219,138,87
2121220,0.293252411928784,771.2914285714290,226,138,86
2121220,0.293252411928784,771.2914285714290,226,138,86
2121920,0.29122437472494800,766.27,222,138,86
2121920,0.29122437472494800,766.27,222,138,86
2122487,0.29122437472494800,766.27,220,138,85
2122487,0.29122437472494800,766.27,220,138,85
2123187,0.2970129578087900,759.24,218,138,84
2123187,0.2970129578087900,759.24,218,138,84
2123737,0.3030767429292400,759.24,230,138,84
2123737,0.3030767429292400,759.24,230,138,84
2125487,0.3030767429292400,740.1585714285710,226,139,81
2125487,0.3030767429292400,740.1585714285710,226,139,81
2126654,0.29955600420625100,728.1071428571430,237,139,81
2126654,0.29955600420625100,728.1071428571430,237,139,81
2127921,0.2937467228511200,717.06,224,139,80
2127921,0.2937467228511200,717.06,224,139,80
2128154,0.2929834348284190,717.06,250,139,80
2128154,0.2929834348284190,717.06,250,139,80
2129204,0.29210975114127500,708.0214285714290,275,139,79
2129204,0.29210975114127500,708.0214285714290,275,139,79
2129904,0.294331535907683,708.0214285714290,271,139,78
2129904,0.294331535907683,708.0214285714290,271,139,78
2130704,0.2800187651479220,699.9871428571430,255,139,78
2130704,0.2800187651479220,699.9871428571430,255,139,78
2132221,0.27211732320505000,692.9571428571430,256,139,78
2132221,0.27211732320505000,692.9571428571430,256,139,78
2133154,0.26411197434520600,680.9057142857140,228,139,78
2133154,0.26411197434520600,680.9057142857140,228,139,78
2133738,0.25361908644418600,680.9057142857140,250,138,84
2133738,0.25361908644418600,680.9057142857140,250,138,84
2134438,0.2532985482863230,674.88,256,139,84
2134438,0.2532985482863230,674.88,256,139,84
2134904,0.26605762500137800,667.8500000000000,226,139,81
2134904,0.26605762500137800,667.8500000000000,226,139,81
2135938,0.2609041644650140,667.8500000000000,251,139,81
2135938,0.2609041644650140,667.8500000000000,251,139,81
2136638,0.26857400759684800,662.8285714285710,248,139,81
2136638,0.26857400759684800,662.8285714285710,248,139,81
2137904,0.26857400759684800,657.8071428571430,254,139,81
2137904,0.26857400759684800,657.8071428571430,254,139,81
2139188,0.27636867080041400,650.7771428571430,260,139,79
2139188,0.27636867080041400,650.7771428571430,260,139,79
2139554,0.268507741317022,650.7771428571430,261,139,80
2139554,0.268507741317022,650.7771428571430,261,139,80
2140471,0.2661440797105180,643.7471428571430,248,139,79
2140471,0.2661440797105180,643.7471428571430,248,139,79
2141271,0.262718704728769,643.7471428571430,254,139,79
2141271,0.262718704728769,643.7471428571430,254,139,79
2141971,0.27159995819652200,643.7471428571430,242,139,79
2141971,0.27159995819652200,643.7471428571430,242,139,79
2142438,0.2734418895241730,645.7557142857140,248,139,80
2142438,0.2734418895241730,645.7557142857140,248,139,80
2143138,0.2734418895241730,645.7557142857140,243,139,79
2143138,0.2734418895241730,645.7557142857140,243,139,79
2144421,0.2717182245533370,645.7557142857140,254,140,80
2144421,0.2717182245533370,645.7557142857140,254,140,80
2145688,0.28933267386606500,642.7428571428570,244,140,79
2145688,0.28933267386606500,642.7428571428570,244,140,79
2146155,0.2974001675636270,642.7428571428570,256,140,79
2146155,0.2974001675636270,642.7428571428570,256,140,79
2147205,0.2925237137155080,646.76,254,140,79
2147205,0.2925237137155080,646.76,254,140,79
2147905,0.2987015380171020,651.7814285714290,258,140,81
2147905,0.2987015380171020,651.7814285714290,258,140,81
2149155,0.2960133629318210,656.8028571428570,234,140,81
2149155,0.2960133629318210,656.8028571428570,234,140,81
2150438,0.2888840752800330,656.8028571428570,223,140,81
2150438,0.2888840752800330,656.8028571428570,223,140,81
2150672,0.28163628136888900,665.8414285714290,219,139,82
2150672,0.28163628136888900,665.8414285714290,219,139,82
2151605,0.28010422280451900,673.8757142857140,222,140,84
2151605,0.28010422280451900,673.8757142857140,222,140,84
2152422,0.2809363914670760,680.9057142857140,233,140,84
2152422,0.2809363914670760,680.9057142857140,233,140,84
2153105,0.2809363914670760,680.9057142857140,226,140,83
2153105,0.2809363914670760,680.9057142857140,226,140,83
2153688,0.2749257726442900,691.952857142857,249,140,85
2153688,0.2749257726442900,691.952857142857,249,140,85
2154389,0.2856728283754870,691.952857142857,221,140,86
2154389,0.2856728283754870,691.952857142857,221,140,86
2154622,0.2856728283754870,700.9914285714290,218,140,87
2154622,0.2856728283754870,700.9914285714290,218,140,87
2155655,0.2761676089326160,709.0257142857140,205,140,87
2155655,0.2761676089326160,709.0257142857140,205,140,87
2156122,0.2790951571368960,709.0257142857140,206,140,88
2156122,0.2790951571368960,709.0257142857140,206,140,88
2156922,0.2790951571368960,712.0385714285710,200,141,87
2156922,0.2790951571368960,712.0385714285710,200,141,87
2157389,0.2885294573395680,712.0385714285710,236,141,87
2157389,0.2885294573395680,712.0385714285710,236,141,87
2158439,0.2885294573395680,711.0342857142860,234,141,88
2158439,0.2885294573395680,711.0342857142860,234,141,88
2159122,0.28593133681644800,716.0557142857140,212,141,88
2159122,0.28593133681644800,716.0557142857140,212,141,88
2159572,0.28332215763310400,716.0557142857140,214,141,89
2159572,0.28332215763310400,716.0557142857140,214,141,89
2160389,0.28332215763310400,723.0857142857140,228,141,90
2160389,0.28332215763310400,723.0857142857140,228,141,90
2160972,0.2848376804381440,734.1328571428570,250,141,96
2160972,0.2848376804381440,734.1328571428570,250,141,96
2161672,0.28720710673174700,734.1328571428570,247,141,81
2161672,0.28720710673174700,734.1328571428570,247,141,81
2163172,0.29073396144749900,751.2057142857140,468,142,83
2163172,0.29073396144749900,751.2057142857140,468,142,83
2163639,0.2963465247295040,751.2057142857140,626,142,97
2163639,0.2963465247295040,751.2057142857140,626,142,97
2164456,0.30154179872217500,827.5314285714290,584,142,97
2164456,0.30154179872217500,827.5314285714290,584,142,97
2164906,0.2994580911569820,877.7457142857140,585,142,101
2164906,0.2994580911569820,877.7457142857140,585,142,101
2165606,0.2994580911569820,877.7457142857140,501,142,103
2165606,0.2994580911569820,877.7457142857140,501,142,103
2165959,0.2966698984814810,931.9771428571430,446,142,112
2165959,0.2966698984814810,931.9771428571430,446,142,112
2166856,0.2966698984814810,920.93,165,143,105
2166856,0.2966698984814810,920.93,165,143,105
2167423,0.28512361765379100,920.93,142,143,100
2167423,0.28512361765379100,920.93,142,143,100
2168106,0.28726363209954200,899.8400000000000,173,143,102
2168106,0.28726363209954200,899.8400000000000,173,143,102
2168339,0.28726363209954200,899.8400000000000,168,143,88
2168339,0.28726363209954200,899.8400000000000,168,143,88
2169623,0.2835799442607820,890.8014285714290,214,143,90
2169623,0.2835799442607820,890.8014285714290,214,143,90
2170406,0.2740123548047750,892.81,220,143,91
2170406,0.2740123548047750,892.81,220,143,91
2171689,0.2663702652624280,896.8271428571430,203,143,91
2171689,0.2663702652624280,896.8271428571430,203,143,91
2173190,0.2611670295222170,901.8485714285710,226,143,92
2173190,0.2611670295222170,901.8485714285710,226,143,92
2174123,0.2508325281022580,907.8742857142860,221,143,92
2174123,0.2508325281022580,907.8742857142860,221,143,92
2174923,0.250982412035958,906.8700000000000,220,144,92
2174923,0.250982412035958,906.8700000000000,220,144,92
2175606,0.2579263557164240,906.8700000000000,205,144,92
2175606,0.2579263557164240,906.8700000000000,205,144,92
2176190,0.25767447986822300,909.8828571428570,219,144,92
2176190,0.25767447986822300,909.8828571428570,219,144,92
2176890,0.25767447986822300,909.8828571428570,220,144,94
2176890,0.25767447986822300,909.8828571428570,220,144,94
2177356,0.2608403932203700,915.9085714285710,175,144,93
2177356,0.2608403932203700,915.9085714285710,175,144,93
2178142,0.2564924214901170,917.9171428571430,215,144,93
2178142,0.2564924214901170,917.9171428571430,215,144,93
2178606,0.25720718278714500,917.9171428571430,196,145,93
2178606,0.25720718278714500,917.9171428571430,196,145,93
2179423,0.25720718278714500,920.93,252,145,95
2179423,0.25720718278714500,920.93,252,145,95
2180823,0.2619659393707050,932.9814285714290,241,145,95
2180823,0.2619659393707050,932.9814285714290,241,145,95
2181640,0.2611242764912680,941.0157142857140,213,145,95
2181640,0.2611242764912680,941.0157142857140,213,145,95
2181873,0.25846691360385400,941.0157142857140,193,145,96
2181873,0.25846691360385400,941.0157142857140,193,145,96
2182923,0.25846691360385400,946.0371428571430,186,145,97
2182923,0.25846691360385400,946.0371428571430,186,145,97
2183390,0.24735947423614200,954.0714285714290,167,145,96
2183390,0.24735947423614200,954.0714285714290,167,145,96
2184090,0.2459023918612290,954.0714285714290,168,145,99
2184090,0.2459023918612290,954.0714285714290,168,145,99
2184307,0.24743563360867800,961.1014285714290,135,145,97
2184307,0.24743563360867800,961.1014285714290,135,145,97
2185357,0.24743563360867800,961.1014285714290,165,145,98
2185357,0.24743563360867800,961.1014285714290,165,145,98
2185590,0.2478595923670630,961.1014285714290,150,145,98
2185590,0.2478595923670630,961.1014285714290,150,145,98
2186157,0.2478595923670630,961.1014285714290,174,145,98
2186157,0.2478595923670630,961.1014285714290,174,145,98
2186857,0.24889540390153100,966.1228571428570,181,145,98
2186857,0.24889540390153100,966.1228571428570,181,145,98
2187307,0.24889540390153100,973.1528571428570,164,145,98
2187307,0.24889540390153100,973.1528571428570,164,145,98
2188123,0.2499050704139770,973.1528571428570,186,145,100
2188123,0.2499050704139770,973.1528571428570,186,145,100
2188590,0.25124014529414800,978.1742857142860,246,146,103
2188590,0.25124014529414800,978.1742857142860,246,146,103
2189407,0.25124014529414800,978.1742857142860,247,146,87
2189407,0.25124014529414800,978.1742857142860,247,146,87
2189874,0.2585946801971560,991.2300000000000,237,146,91
2189874,0.2585946801971560,991.2300000000000,237,146,91
2190574,0.2585946801971560,1003.2814285714300,243,145,92
2190574,0.2585946801971560,1003.2814285714300,243,145,92
2191157,0.2637247018806610,1003.2814285714300,215,146,91
2191157,0.2637247018806610,1003.2814285714300,215,146,91
2192090,0.2660292636488480,1009.3071428571400,227,146,92
2192090,0.2660292636488480,1009.3071428571400,227,146,92
2192907,0.26730975744824900,1005.29,242,146,91
2192907,0.26730975744824900,1005.29,242,146,91
2193140,0.27284840703409400,1005.29,230,145,91
2193140,0.27284840703409400,1005.29,230,145,91
2194074,0.27284840703409400,1007.2985714285700,236,145,92
2194074,0.27284840703409400,1007.2985714285700,236,145,92
2195574,0.2662501969994400,1008.3028571428600,226,145,91
2195574,0.2662501969994400,1008.3028571428600,226,145,91
2195890,0.2525056825088860,1008.3028571428600,226,145,92
2195890,0.2525056825088860,1008.3028571428600,226,145,92
2196590,0.26478814995385500,1012.3200000000000,214,145,90
2196590,0.26478814995385500,1012.3200000000000,214,145,90
2197374,0.26478814995385500,1012.3200000000000,191,145,93
2197374,0.26478814995385500,1012.3200000000000,191,145,93
2198074,0.2580990258887760,1012.3200000000000,230,145,92
2198074,0.2580990258887760,1012.3200000000000,230,145,92
2198424,0.2551187847803990,1012.3200000000000,271,145,94
2198424,0.2551187847803990,1012.3200000000000,271,145,94
2199341,0.2551187847803990,1015.332857142860,236,145,92
2199341,0.2551187847803990,1015.332857142860,236,145,92
2199574,0.25697976524406600,1016.3371428571400,243,145,93
2199574,0.25697976524406600,1016.3371428571400,243,145,93
2201091,0.25697976524406600,1019.3500000000000,238,145,93
2201091,0.25697976524406600,1019.3500000000000,238,145,93
2201791,0.2585309748301230,1024.3714285714300,230,145,93
2201791,0.2585309748301230,1024.3714285714300,230,145,93
2202390,0.2611455722904010,1024.3714285714300,233,145,93
2202390,0.2611455722904010,1024.3714285714300,233,145,93
2203291,0.26039041697005700,1025.3757142857100,216,145,94
2203291,0.26039041697005700,1025.3757142857100,216,145,94
2204108,0.2583853968821460,1028.3885714285700,219,145,94
2204108,0.2583853968821460,1028.3885714285700,219,145,94
2205391,0.26513554347546400,1028.3885714285700,225,145,94
2205391,0.26513554347546400,1028.3885714285700,225,145,94
2206557,0.26267074084282400,1029.392857142860,236,145,93
2206557,0.26267074084282400,1029.392857142860,236,145,93
2207824,0.2663874117468100,1037.4271428571400,257,145,94
2207824,0.2663874117468100,1037.4271428571400,257,145,94
2208627,0.26811181773064500,1037.4271428571400,250,145,96
2208627,0.26811181773064500,1037.4271428571400,250,145,96
2209324,0.2668842045983700,1038.4314285714300,241,144,93
2209324,0.2668842045983700,1038.4314285714300,241,144,93
2209908,0.2656619687550050,1038.4314285714300,214,145,95
2209908,0.2656619687550050,1038.4314285714300,214,145,95
2210608,0.2666372932398420,1037.4271428571400,220,145,93
2210608,0.2666372932398420,1037.4271428571400,220,145,93
2211074,0.26954644094823200,1037.4271428571400,222,144,95
2211074,0.26954644094823200,1037.4271428571400,222,144,95
2211891,0.26954644094823200,1034.4142857142900,220,144,92
2211891,0.26954644094823200,1034.4142857142900,220,144,92
2212357,0.27053474129718800,1034.4142857142900,226,144,93
2212357,0.27053474129718800,1034.4142857142900,226,144,93
2213058,0.27053474129718800,1028.3885714285700,212,144,92
2213058,0.27053474129718800,1028.3885714285700,212,144,92
2214541,0.26700627224188500,1014.3285714285700,225,144,91
2214541,0.26700627224188500,1014.3285714285700,225,144,91
2215608,0.26397277825506500,999.2642857142860,225,144,90
2215608,0.26397277825506500,999.2642857142860,225,144,90
2216611,0.2648160350695820,990.2257142857140,224,144,89
2216611,0.2648160350695820,990.2257142857140,224,144,89
2217891,0.2619041935601630,979.1785714285710,231,144,88
2217891,0.2619041935601630,979.1785714285710,231,144,88
2218358,0.26348585465368800,965.1185714285710,236,144,87
2218358,0.26348585465368800,965.1185714285710,236,144,87
2219041,0.26450512690261900,965.1185714285710,248,144,87
2219041,0.26450512690261900,965.1185714285710,248,144,87
2219858,0.26433196802077000,957.0842857142860,209,144,89
2219858,0.26433196802077000,957.0842857142860,209,144,89
2220558,0.26557576282573600,946.0371428571430,281,143,97
2220558,0.26557576282573600,946.0371428571430,281,143,97
2221125,0.26209532110481800,935.9942857142860,230,143,94
2221125,0.26209532110481800,935.9942857142860,230,143,94
2221808,0.26209532110481800,935.9942857142860,256,143,94
2221808,0.26209532110481800,935.9942857142860,256,143,94
2222275,0.2586511063322900,920.93,259,143,94
2222275,0.2586511063322900,920.93,259,143,94
2223091,0.2591034512139890,920.93,249,143,92
2223091,0.2591034512139890,920.93,249,143,92
2223541,0.2591034512139890,910.8871428571430,253,143,92
2223541,0.2591034512139890,910.8871428571430,253,143,92
2224341,0.2659707176479360,900.8442857142860,232,143,91
2224341,0.2659707176479360,900.8442857142860,232,143,91
2224791,0.2640405576442580,900.8442857142860,232,143,90
2224791,0.2640405576442580,900.8442857142860,232,143,90
2225808,0.2640405576442580,892.81,230,143,90
2225808,0.2640405576442580,892.81,230,143,90
2226608,0.2611535627976380,882.7671428571430,233,143,89
2226608,0.2611535627976380,882.7671428571430,233,143,89
2226842,0.2605339518861300,882.7671428571430,229,143,88
2226842,0.2605339518861300,882.7671428571430,229,143,88
2227858,0.2605339518861300,874.7328571428570,242,143,89
2227858,0.2605339518861300,874.7328571428570,242,143,89
2228325,0.2625530663508910,874.7328571428570,234,143,86
2228325,0.2625530663508910,874.7328571428570,234,143,86
2229125,0.2622476281548060,858.6642857142860,255,143,86
2229125,0.2622476281548060,858.6642857142860,255,143,86
2229591,0.2622476281548060,848.6214285714290,235,144,85
2229591,0.2622476281548060,848.6214285714290,235,144,85
2230292,0.26546217509232400,848.6214285714290,236,143,85
2230292,0.26546217509232400,848.6214285714290,236,143,85
2231108,0.2650516508954700,835.5657142857140,226,144,84
2231108,0.2650516508954700,835.5657142857140,226,144,84
2231808,0.2650516508954700,825.5228571428570,225,144,83
2231808,0.2650516508954700,825.5228571428570,225,144,83
2233608,0.26435187781522900,811.462857142857,231,144,82
2233608,0.26435187781522900,811.462857142857,231,144,82
2234308,0.26733181331220500,811.462857142857,240,144,82
2234308,0.26733181331220500,811.462857142857,240,144,82
2235592,0.26227039700536900,793.3857142857140,222,144,80
2235592,0.26227039700536900,793.3857142857140,222,144,80
2236992,0.2623151517488770,783.342857142857,218,144,79
2236992,0.2623151517488770,783.342857142857,218,144,79
2238042,0.26220039122979700,770.2871428571430,216,143,77
2238042,0.26220039122979700,770.2871428571430,216,143,77
2239092,0.26331798531692100,759.24,207,143,76
2239092,0.26331798531692100,759.24,207,143,76
2239558,0.2628537300349860,745.18,214,143,75
2239558,0.2628537300349860,745.18,214,143,75
2240359,0.26563007047682100,745.18,213,143,75
2240359,0.26563007047682100,745.18,213,143,75
2241509,0.2633027913083260,717.06,226,143,73
2241509,0.2633027913083260,717.06,226,143,73
2241842,0.27469854642667000,717.06,226,143,71
2241842,0.27469854642667000,717.06,226,143,71
2243059,0.2746347687012250,698.9828571428570,230,143,71
2243059,0.2746347687012250,698.9828571428570,230,143,71
2243525,0.27576917873656300,698.9828571428570,225,142,70
2243525,0.27576917873656300,698.9828571428570,225,142,70
2244575,0.27066088368712000,693.9614285714290,224,142,70
2244575,0.27066088368712000,693.9614285714290,224,142,70
2245625,0.2695676020862310,690.9485714285710,226,142,70
2245625,0.2695676020862310,690.9485714285710,226,142,70
2246092,0.26751023556634100,694.9657142857140,221,142,71
2246092,0.26751023556634100,694.9657142857140,221,142,71
2246775,0.2686401024860920,692.9571428571430,227,142,70
2246775,0.2686401024860920,692.9571428571430,227,142,70
2248276,0.2686401024860920,689.9442857142860,215,142,70
2248276,0.2686401024860920,689.9442857142860,215,142,70
2249093,0.26731715876410100,682.9142857142860,221,142,69
2249093,0.26731715876410100,682.9142857142860,221,142,69
2250259,0.26856459030424800,673.8757142857140,216,142,68
2250259,0.26856459030424800,673.8757142857140,216,142,68
2251526,0.2654538661924850,661.8242857142860,236,141,67
2251526,0.2654538661924850,661.8242857142860,236,141,67
2252109,0.2601555455731920,658.8114285714290,214,141,66
2252109,0.2601555455731920,658.8114285714290,214,141,66
2253043,0.2590185263050760,656.8028571428570,218,141,76
2253043,0.2590185263050760,656.8028571428570,218,141,76
2254526,0.2576929412836940,654.7942857142860,216,141,73
2254526,0.2576929412836940,654.7942857142860,216,141,73
2255459,0.26629249033743500,650.7771428571430,224,141,72
2255459,0.26629249033743500,650.7771428571430,224,141,72
2256726,0.2591968622313680,648.7685714285710,223,141,73
2256726,0.2591968622313680,648.7685714285710,223,141,73
2258243,0.26837252124682200,649.7728571428570,207,141,73
2258243,0.26837252124682200,649.7728571428570,207,141,73
2259593,0.2687154059186650,647.7642857142860,207,141,73
2259593,0.2687154059186650,647.7642857142860,207,141,73
2260276,0.2671554592958030,650.7771428571430,230,141,73
2260276,0.2671554592958030,650.7771428571430,230,141,73
2261560,0.26705212707016500,654.7942857142860,225,141,74
2261560,0.26705212707016500,654.7942857142860,225,141,74
2262026,0.27101040841138700,652.7857142857140,210,140,74
2262026,0.27101040841138700,652.7857142857140,210,140,74
